Blue,Green,Red,NIR,SWIR-1,SWIR-2,Landcover
0.051,0.0749,0.0833,0.2196,0.2606,0.1798,20
0.0514,0.0742,0.0721,0.2156,0.224,0.1281,20
0.05875,0.08255,0.06395,0.2405,0.16945,0.0984,20
0.0499,0.0713,0.0682,0.2318,0.218,0.1335,20
0.0839,0.1062,0.1306,0.2112,0.2749,0.216,20
0.0628,0.085,0.106,0.2334,0.2402,0.1712,20
0.05785,0.08175,0.1009,0.2146,0.25895,0.1841,20
0.0597,0.0813,0.0919,0.2278,0.2607,0.1679,20
0.0673,0.0976,0.091,0.2834,0.2368,0.1509,20
0.0623,0.08935,0.1103,0.2266,0.25355,0.17715,20
0.0577,0.0813,0.09,0.219,0.21,0.1356,20
0.0498,0.0723,0.0805,0.1928,0.2292,0.1512,20
0.0762,0.1086,0.1506,0.2562,0.3007,0.2478,20
0.0567,0.0748,0.0569,0.2458,0.15445,0.0874,20
0.0505,0.073,0.0753,0.205,0.2373,0.1516,20
0.0584,0.0828,0.088,0.2438,0.2349,0.161,20
0.06065,0.081,0.0934,0.1834,0.22685,0.1421,20
0.0602,0.0885,0.0861,0.2872,0.2638,0.1662,20
0.07145,0.08875,0.09595,0.179,0.2067,0.1575,20
0.0579,0.0826,0.1034,0.2082,0.24585,0.1712,20
0.072,0.0978,0.1054,0.2446,0.2562,0.188,20
0.05645,0.08415,0.06305,0.2487,0.1683,0.09845,20
0.0604,0.0802,0.0821,0.2234,0.2436,0.1604,20
0.0609,0.0832,0.0935,0.2282,0.2112,0.1383,20
0.0565,0.0813,0.108,0.2046,0.2531,0.1756,20
0.0577,0.0856,0.0856,0.2464,0.2465,0.1781,20
0.0567,0.08085,0.0824,0.2339,0.221,0.1429,20
0.0713,0.1048,0.1328,0.2736,0.2959,0.2071,20
0.0632,0.0912,0.1016,0.2334,0.2203,0.149,20
0.0524,0.0727,0.058,0.2794,0.15615,0.0847,20
0.06495,0.09145,0.1032,0.2205,0.25335,0.17885,20
0.0491,0.073,0.0631,0.2576,0.2125,0.1385,20
0.05845,0.08225,0.06085,0.2368,0.1434,0.095,20
0.1106,0.1382,0.175,0.2332,0.3071,0.2276,20
0.0588,0.0863,0.0626,0.283,0.1652,0.0867,20
0.0575,0.0811,0.0913,0.2284,0.2567,0.1612,20
0.0724,0.0938,0.0808,0.237,0.2204,0.1431,20
0.0673,0.0845,0.1,0.194,0.23925,0.17025,20
0.0531,0.0707,0.0556,0.2286,0.1326,0.0811,20
0.0564,0.0873,0.0985,0.2336,0.2562,0.1768,20
0.0555,0.0795,0.0805,0.2534,0.218,0.1442,20
0.0551,0.076,0.0869,0.2078,0.2374,0.1667,20
0.0495,0.076,0.0724,0.2614,0.2294,0.1417,20
0.0576,0.0835,0.0778,0.2356,0.2294,0.1541,20
0.0641,0.0828,0.0593,0.2568,0.1274,0.0687,20
0.0621,0.0803,0.0832,0.2036,0.2271,0.147,20
0.0622,0.0908,0.111,0.2387,0.25165,0.1721,20
0.0684,0.0908,0.0975,0.2286,0.2189,0.138,20
0.0557,0.0785,0.0587,0.2796,0.1335,0.0709,20
0.05055,0.077,0.08415,0.2367,0.24475,0.1582,20
0.0561,0.0743,0.0556,0.3002,0.1493,0.0727,20
0.0532,0.0744,0.0816,0.1904,0.2187,0.1423,20
0.0575,0.0808,0.0982,0.2198,0.2451,0.156,20
0.06535,0.08245,0.09225,0.1842,0.2408,0.1726,20
0.0558,0.0769,0.0807,0.233,0.2317,0.1359,20
0.05335,0.0768,0.05975,0.2636,0.16465,0.08875,20
0.0507,0.0708,0.0603,0.2244,0.1096,0.0656,20
0.0533,0.0761,0.0736,0.2224,0.2248,0.1453,20
0.061,0.0845,0.09715,0.227,0.24725,0.1792,20
0.0662,0.09065,0.0817,0.2661,0.21795,0.14215,20
0.0763,0.0985,0.10345,0.2335,0.2643,0.1854,20
0.0558,0.07665,0.0897,0.2167,0.25605,0.17685,20
0.0624,0.0862,0.108,0.2466,0.2675,0.1987,20
0.0522,0.0714,0.0736,0.2106,0.2198,0.1425,20
0.0506,0.071,0.0505,0.2364,0.1341,0.074,20
0.0585,0.0795,0.0912,0.2164,0.2515,0.1635,20
0.056,0.078,0.0826,0.2116,0.2303,0.1414,20
0.0568,0.08,0.0743,0.2432,0.2331,0.1494,20
0.07125,0.08065,0.07705,0.1664,0.1344,0.09455,20
0.0661,0.0923,0.1126,0.2362,0.2641,0.1911,20
0.0597,0.089,0.1064,0.2586,0.2557,0.171,20
0.052,0.0777,0.0785,0.2394,0.2423,0.1486,20
0.0631,0.0902,0.1292,0.2372,0.2802,0.1972,20
0.07025,0.1013,0.1295,0.2533,0.3023,0.2195,20
0.0575,0.0794,0.0919,0.2244,0.2539,0.1825,20
0.0502,0.0651,0.0503,0.204,0.1463,0.0898,20
0.07355,0.0884,0.1177,0.2128,0.24295,0.1957,20
0.0633,0.0828,0.0586,0.2878,0.1559,0.0755,20
0.06445,0.0826,0.0615,0.226,0.1512,0.08285,20
0.0539,0.0746,0.0783,0.198,0.2255,0.1475,20
0.0502,0.0724,0.07415,0.2295,0.22345,0.1409,20
0.0632,0.09185,0.1052,0.2448,0.27895,0.1978,20
0.0517,0.0738,0.0717,0.2238,0.224,0.1281,20
0.0479,0.0725,0.0814,0.1976,0.2348,0.1449,20
0.0662,0.0894,0.10275,0.2233,0.2541,0.18945,20
0.0607,0.0826,0.0902,0.2268,0.24565,0.17005,20
0.0731,0.1019,0.1262,0.2414,0.2405,0.1701,20
0.0603,0.0781,0.0763,0.1798,0.1927,0.1273,20
0.0566,0.0735,0.074,0.2302,0.2397,0.1534,20
0.0536,0.0757,0.0823,0.2327,0.2445,0.16015,20
0.068,0.0811,0.0609,0.2454,0.168,0.0824,20
0.0456,0.0707,0.0628,0.2284,0.224,0.1281,20
0.06265,0.08105,0.0578,0.1922,0.11875,0.06625,20
0.0576,0.0875,0.0823,0.2866,0.2862,0.184,20
0.0513,0.065,0.0495,0.268,0.1401,0.0753,20
0.1098,0.147,0.1846,0.2626,0.2612,0.2224,20
0.0523,0.07635,0.08985,0.2114,0.2235,0.1473,20
0.0742,0.1031,0.1428,0.2487,0.2891,0.21,20
0.0721,0.102,0.13,0.2488,0.3007,0.2478,20
0.0491,0.07035,0.07245,0.225,0.2257,0.14515,20
0.0769,0.1064,0.1187,0.2539,0.25695,0.202,20
0.0532,0.0772,0.0758,0.2344,0.2193,0.1388,20
0.0623,0.0861,0.1019,0.2268,0.2301,0.1515,20
0.0611,0.0847,0.0948,0.2512,0.2199,0.1465,20
0.0518,0.0736,0.0812,0.1958,0.2232,0.1451,20
0.07735,0.09365,0.10225,0.1929,0.2257,0.17305,20
0.0613,0.089,0.1106,0.247,0.2621,0.1776,20
0.0531,0.0747,0.0733,0.2258,0.2233,0.1456,20
0.0533,0.0692,0.0503,0.267,0.1438,0.0803,20
0.06275,0.0862,0.0719,0.2277,0.15835,0.115,20
0.0552,0.0721,0.0645,0.2314,0.2086,0.1237,20
0.0605,0.08425,0.0834,0.2695,0.24805,0.1502,20
0.061,0.0756,0.0647,0.2008,0.1351,0.0877,20
0.0684,0.0971,0.1326,0.2558,0.3019,0.2213,20
0.0567,0.0774,0.0863,0.2174,0.2335,0.1535,20
0.0663,0.0912,0.0943,0.2208,0.2189,0.138,20
0.0643,0.0923,0.0931,0.266,0.24475,0.14915,20
0.0563,0.0791,0.0924,0.222,0.2515,0.1588,20
0.0643,0.0896,0.0892,0.2398,0.231,0.1551,20
0.0687,0.0865,0.0711,0.2286,0.1519,0.0863,20
0.0564,0.0816,0.0894,0.2276,0.2373,0.1488,20
0.0493,0.074,0.0478,0.285,0.1813,0.0867,20
0.0583,0.085,0.0973,0.2458,0.2226,0.1453,20
0.06045,0.07975,0.0936,0.2052,0.2212,0.14875,20
0.0957,0.1204,0.1466,0.2244,0.2645,0.2172,20
0.0498,0.0731,0.0672,0.2414,0.233,0.1562,20
0.1278,0.1584,0.194,0.2498,0.2908,0.2262,20
0.0522,0.0787,0.0839,0.2148,0.2406,0.1564,20
0.0572,0.0827,0.0907,0.2282,0.2396,0.1597,20
0.0544,0.0781,0.0931,0.2214,0.253,0.158,20
0.06175,0.0855,0.09535,0.2156,0.25335,0.17885,20
0.0653,0.0904,0.0987,0.2264,0.2255,0.1469,20
0.0532,0.0722,0.0735,0.2212,0.2232,0.1397,20
0.048,0.0708,0.0698,0.1948,0.2251,0.1458,20
0.0659,0.0984,0.121,0.2374,0.2454,0.165,20
0.0551,0.0721,0.0509,0.2712,0.1478,0.0797,20
0.0534,0.0766,0.0764,0.2486,0.2275,0.1512,20
0.0508,0.0742,0.0729,0.221,0.2344,0.147,20
0.0788,0.0984,0.1042,0.1634,0.1869,0.1476,20
0.065,0.0748,0.06125,0.139,0.13515,0.091,20
0.0535,0.075,0.0775,0.209,0.2164,0.1348,20
0.055,0.0763,0.0842,0.1936,0.2341,0.1539,20
0.055,0.07365,0.0808,0.2178,0.2365,0.15415,20
0.0596,0.0772,0.0831,0.1998,0.2279,0.1493,20
0.0572,0.0797,0.0585,0.2532,0.166,0.089,20
0.054,0.0653,0.0465,0.2696,0.13405,0.07145,20
0.0569,0.0806,0.0859,0.2256,0.2423,0.1531,20
0.0502,0.0707,0.0692,0.2382,0.218,0.1335,20
0.0854,0.104,0.1302,0.192,0.2265,0.1801,20
0.0575,0.0824,0.0922,0.2268,0.2235,0.1573,20
0.0533,0.0815,0.0837,0.26,0.2516,0.1705,20
0.0531,0.0745,0.0714,0.2348,0.2203,0.1409,20
0.0586,0.0891,0.0998,0.2452,0.218,0.1492,20
0.0628,0.0886,0.1058,0.2382,0.2586,0.1784,20
0.0557,0.077,0.08,0.229,0.2199,0.1349,20
0.0606,0.0822,0.0801,0.2834,0.2652,0.1674,20
0.0535,0.0781,0.0783,0.193,0.222,0.1434,20
0.05595,0.07635,0.0853,0.206,0.25005,0.16495,20
0.06535,0.07845,0.0567,0.2851,0.17185,0.0874,20
0.06155,0.0856,0.09965,0.237,0.26925,0.19105,20
0.06175,0.08615,0.09185,0.2362,0.2432,0.16685,20
0.05145,0.0748,0.07855,0.2129,0.2327,0.15015,20
0.0564,0.0783,0.0813,0.227,0.2221,0.1357,20
0.0672,0.0896,0.0942,0.2226,0.2318,0.1573,20
0.05585,0.0788,0.0896,0.1981,0.22955,0.15165,20
0.0589,0.0714,0.0511,0.2696,0.1434,0.0766,20
0.06885,0.08605,0.06,0.2717,0.1755,0.0848,20
0.05525,0.07335,0.08035,0.213,0.22875,0.1589,20
0.0553,0.0799,0.089,0.194,0.2208,0.1412,20
0.06955,0.08665,0.0596,0.3115,0.16255,0.0903,20
0.0637,0.0875,0.0885,0.2338,0.2439,0.1795,20
0.053,0.0738,0.0805,0.197,0.2294,0.1436,20
0.0536,0.0761,0.0779,0.2312,0.21915,0.12235,20
0.0555,0.0796,0.0906,0.213,0.2522,0.1666,20
0.0604,0.0858,0.097,0.2208,0.2555,0.1764,20
0.0576,0.0848,0.0824,0.2258,0.2339,0.1607,20
0.048,0.0714,0.0652,0.2378,0.2177,0.1392,20
0.05165,0.077,0.07395,0.2452,0.23665,0.15715,20
0.0872,0.1078,0.1234,0.2262,0.2458,0.1926,20
0.0668,0.0869,0.06445,0.2774,0.15745,0.0879,20
0.0566,0.0746,0.05545,0.2605,0.15465,0.08605,20
0.0517,0.0742,0.0799,0.2148,0.2327,0.1591,20
0.0565,0.0849,0.0926,0.2428,0.2469,0.1723,20
0.0539,0.0766,0.09,0.2114,0.2471,0.1493,20
0.0633,0.0886,0.0913,0.2316,0.2529,0.1704,20
0.0506,0.0664,0.0536,0.2364,0.1542,0.0976,20
0.0529,0.0826,0.094,0.246,0.2471,0.1591,20
0.05235,0.07745,0.079,0.2278,0.2356,0.15105,20
0.0515,0.0794,0.0748,0.233,0.2402,0.1524,20
0.0567,0.0815,0.0983,0.2148,0.2523,0.1757,20
0.0887,0.1083,0.1123,0.2356,0.2404,0.16775,20
0.0662,0.0921,0.1158,0.232,0.2871,0.2109,20
0.0557,0.0742,0.0756,0.23,0.2425,0.1631,20
0.0609,0.088,0.0943,0.2262,0.2254,0.1553,20
0.0558,0.0794,0.062,0.2088,0.1734,0.1052,20
0.05525,0.07605,0.0776,0.2162,0.22395,0.14335,20
0.0637,0.0927,0.0686,0.2744,0.1659,0.0937,20
0.05,0.0739,0.0736,0.23,0.2329,0.1482,20
0.0618,0.0846,0.1011,0.2118,0.257,0.1675,20
0.0633,0.0843,0.0881,0.2294,0.221,0.1501,20
0.0707,0.0941,0.1122,0.2084,0.2639,0.2096,20
0.0745,0.091,0.0946,0.2188,0.2239,0.15075,20
0.0492,0.0719,0.0551,0.225,0.1392,0.0791,20
0.0578,0.0799,0.0892,0.2212,0.2559,0.1657,20
0.0819,0.0983,0.1002,0.1978,0.1971,0.1402,20
0.0694,0.0902,0.0823,0.1936,0.1631,0.1034,20
0.0552,0.0772,0.0786,0.2108,0.21,0.1356,20
0.055,0.07965,0.08515,0.2353,0.23085,0.14205,20
0.0783,0.0994,0.0948,0.229,0.2233,0.1474,20
0.0473,0.0702,0.07135,0.2246,0.22455,0.13775,20
0.0677,0.0869,0.092,0.2062,0.2368,0.1667,20
0.0745,0.09175,0.1043,0.1782,0.20335,0.1569,20
0.04925,0.0723,0.0752,0.2328,0.2305,0.14745,20
0.0681,0.0858,0.0866,0.2104,0.2459,0.1716,20
0.0528,0.0681,0.0478,0.282,0.1363,0.0708,20
0.0681,0.0884,0.0592,0.2722,0.1746,0.085,20
0.06685,0.0885,0.0985,0.252,0.2421,0.1677,20
0.0599,0.0894,0.0899,0.2424,0.2336,0.1678,20
0.05415,0.0762,0.0736,0.2303,0.217,0.13075,20
0.0634,0.087,0.058,0.3238,0.1667,0.0844,20
0.0487,0.06925,0.06555,0.2081,0.2213,0.14305,20
0.0619,0.0861,0.099,0.2178,0.2459,0.1653,20
0.0586,0.0874,0.0976,0.258,0.2385,0.1586,20
0.0586,0.0806,0.1034,0.2126,0.2693,0.1799,20
0.05325,0.0765,0.0793,0.2301,0.21865,0.1306,20
0.064,0.08725,0.1009,0.1908,0.24085,0.1821,20
0.0563,0.0755,0.0777,0.2226,0.21185,0.13515,20
0.05475,0.07655,0.08415,0.2451,0.2385,0.15995,20
0.0517,0.0743,0.0774,0.1922,0.2186,0.1363,20
0.0553,0.0687,0.0505,0.288,0.13,0.0688,20
0.0736,0.0861,0.0674,0.177,0.1418,0.0888,20
0.0563,0.07855,0.0823,0.2329,0.2424,0.16035,20
0.0561,0.07965,0.0899,0.1858,0.20825,0.1315,20
0.06425,0.0966,0.1231,0.2533,0.2793,0.20125,20
0.05235,0.0725,0.08155,0.2087,0.2252,0.1504,20
0.0518,0.0739,0.0816,0.202,0.2489,0.155,20
0.0522,0.0778,0.0722,0.241,0.2204,0.1375,20
0.0693,0.098,0.1124,0.2558,0.264,0.204,20
0.0636,0.0888,0.09405,0.2347,0.20945,0.138,20
0.0561,0.0815,0.1076,0.2334,0.2589,0.1715,20
0.0567,0.0813,0.0797,0.2182,0.2694,0.184,20
0.0762,0.0848,0.067,0.1606,0.1308,0.0814,20
0.0616,0.08535,0.1073,0.2247,0.2507,0.171,20
0.0578,0.0793,0.0712,0.2164,0.2323,0.1485,20
0.05275,0.0739,0.0471,0.2997,0.1692,0.08185,20
0.055,0.0689,0.0518,0.2784,0.1361,0.0722,20
0.0501,0.0691,0.0519,0.2488,0.138,0.0775,20
0.0589,0.0858,0.0856,0.2302,0.2396,0.1559,20
0.0535,0.0768,0.0769,0.2356,0.2336,0.1513,20
0.0536,0.0769,0.0885,0.2066,0.245,0.162,20
0.07015,0.0961,0.1119,0.2441,0.2774,0.2008,20
0.0628,0.0871,0.0664,0.3002,0.1649,0.0883,20
0.0764,0.0965,0.109,0.2066,0.2186,0.1614,20
0.0543,0.0772,0.0955,0.2486,0.2404,0.157,20
0.0581,0.0792,0.0931,0.2183,0.23395,0.15525,20
0.058,0.0866,0.1088,0.2272,0.233,0.1404,20
0.06315,0.09625,0.09515,0.2691,0.2759,0.1861,20
0.0803,0.1026,0.1096,0.192,0.2206,0.1689,20
0.0537,0.081,0.0764,0.245,0.23,0.1554,20
0.0608,0.0803,0.0531,0.2818,0.1559,0.0768,20
0.0587,0.08055,0.0892,0.2271,0.23675,0.15955,20
0.07425,0.0899,0.0996,0.1798,0.21675,0.16575,20
0.0677,0.0857,0.0645,0.2744,0.143,0.0739,20
0.0738,0.1068,0.1158,0.2828,0.275,0.1961,20
0.0593,0.0891,0.0926,0.2286,0.2203,0.149,20
0.0626,0.08425,0.09645,0.1944,0.24085,0.1821,20
0.0679,0.091,0.105,0.227,0.2741,0.1837,20
0.0519,0.0749,0.0752,0.1986,0.2255,0.1475,20
0.07665,0.1028,0.1329,0.2237,0.31245,0.22375,20
0.0807,0.1046,0.1097,0.2493,0.2708,0.2087,20
0.0658,0.0875,0.09855,0.1964,0.2253,0.1624,20
0.0623,0.0775,0.0708,0.1884,0.157,0.0958,20
0.0433,0.065,0.0608,0.225,0.224,0.1238,20
0.0562,0.0799,0.0818,0.226,0.2374,0.1604,20
0.0727,0.1038,0.145,0.2448,0.2825,0.1998,20
0.0535,0.0763,0.0859,0.2368,0.233,0.147,20
0.051,0.07485,0.07015,0.2537,0.2371,0.1538,20
0.05975,0.08115,0.0916,0.1988,0.25125,0.16935,20
0.0644,0.08285,0.0938,0.193,0.24255,0.1761,20
0.0583,0.08085,0.0991,0.2127,0.25175,0.17295,20
0.0526,0.0722,0.0549,0.2098,0.1394,0.0813,20
0.0847,0.1192,0.1566,0.2326,0.2668,0.2231,20
0.0609,0.0869,0.0998,0.233,0.2542,0.1747,20
0.0486,0.0713,0.0709,0.2392,0.1972,0.126,20
0.057,0.0791,0.0951,0.2196,0.2313,0.15385,20
0.06415,0.09075,0.1019,0.2296,0.2527,0.18515,20
0.0617,0.0828,0.0967,0.2172,0.2567,0.168,20
0.05155,0.0747,0.07495,0.2368,0.21865,0.1306,20
0.0568,0.0832,0.0896,0.2476,0.232,0.154,20
0.0757,0.092,0.1028,0.1976,0.2229,0.1691,20
0.046,0.0672,0.0634,0.2176,0.2473,0.1415,20
0.0501,0.0722,0.0696,0.2286,0.2339,0.1428,20
0.057,0.081,0.084,0.238,0.2498,0.1576,20
0.0553,0.0734,0.0754,0.2162,0.22295,0.14505,20
0.0581,0.0809,0.0875,0.2262,0.2284,0.1626,20
0.061,0.0832,0.1036,0.211,0.2706,0.1757,20
0.0526,0.0748,0.0838,0.1942,0.2292,0.1512,20
0.0741,0.1036,0.1244,0.2834,0.3259,0.2361,20
0.0639,0.0866,0.0931,0.2038,0.2225,0.1698,20
0.05735,0.08535,0.08615,0.2572,0.2365,0.16675,20
0.05915,0.07725,0.0517,0.2439,0.16155,0.08215,20
0.06,0.085,0.0966,0.2304,0.2365,0.1542,20
0.0753,0.1048,0.1264,0.2554,0.2647,0.1985,20
0.0549,0.0777,0.081,0.1996,0.21,0.1356,20
0.0667,0.08555,0.0574,0.2631,0.17365,0.0838,20
0.0507,0.0753,0.0769,0.2298,0.2298,0.1516,20
0.0573,0.0831,0.0774,0.2318,0.2316,0.1524,20
0.06855,0.08955,0.0642,0.3154,0.1606,0.0874,20
0.0589,0.0829,0.0613,0.2771,0.146,0.0812,20
0.0554,0.0805,0.0901,0.226,0.2481,0.1643,20
0.0505,0.0738,0.0794,0.1982,0.2144,0.1435,20
0.0517,0.0739,0.0777,0.2308,0.227,0.145,20
0.06015,0.0751,0.06535,0.1649,0.09585,0.06045,20
0.0572,0.0856,0.0927,0.2566,0.2285,0.1425,20
0.0617,0.0841,0.0962,0.239,0.2637,0.1805,20
0.0502,0.073,0.0561,0.2398,0.1408,0.0835,20
0.0531,0.0749,0.0863,0.2106,0.2359,0.1494,20
0.0565,0.0782,0.086,0.229,0.2394,0.1603,20
0.0491,0.0713,0.0664,0.2364,0.2362,0.143,20
0.0805,0.1126,0.1378,0.2468,0.2594,0.2125,20
0.069,0.086,0.0927,0.1943,0.22265,0.1691,20
0.0529,0.0749,0.0787,0.226,0.2544,0.1673,20
0.055,0.08125,0.0678,0.2443,0.2093,0.13035,20
0.0699,0.0921,0.1064,0.2158,0.2437,0.1563,20
0.0883,0.1168,0.1496,0.2314,0.2745,0.2211,20
0.0549,0.0758,0.0915,0.1996,0.2554,0.1635,20
0.05815,0.08095,0.0854,0.2264,0.2051,0.12575,20
0.0523,0.0735,0.0765,0.1992,0.227,0.1438,20
0.0604,0.0884,0.0886,0.2218,0.2204,0.1375,20
0.0563,0.0794,0.0721,0.2354,0.2057,0.1237,20
0.05035,0.0689,0.063,0.2208,0.21695,0.1439,20
0.0654,0.0901,0.1109,0.2286,0.2687,0.19095,20
0.05275,0.0762,0.04565,0.3036,0.16885,0.08015,20
0.0497,0.0743,0.0816,0.2318,0.2245,0.1451,20
0.0504,0.0734,0.0792,0.2414,0.2327,0.1477,20
0.0433,0.0597,0.0419,0.1376,0.0655,0.0434,20
0.0639,0.0789,0.0597,0.2392,0.1404,0.0801,20
0.0476,0.0677,0.0737,0.1938,0.2485,0.1617,20
0.0561,0.0785,0.0798,0.202,0.2351,0.1619,20
0.0767,0.08905,0.0664,0.1749,0.1437,0.08715,20
0.0624,0.0841,0.0898,0.1951,0.24165,0.15065,20
0.0554,0.081,0.0931,0.2351,0.2583,0.19165,20
0.0568,0.0808,0.1009,0.2104,0.2667,0.17,20
0.05245,0.07645,0.0775,0.2455,0.2257,0.14515,20
0.0496,0.0728,0.0777,0.2162,0.2191,0.129,20
0.0528,0.0753,0.0884,0.196,0.2339,0.151,20
0.0521,0.0743,0.0743,0.22,0.2036,0.1245,20
0.0817,0.1076,0.1192,0.2382,0.2487,0.1866,20
0.0572,0.0839,0.1076,0.2154,0.253,0.158,20
0.0722,0.0999,0.123,0.2326,0.2715,0.2073,20
0.0863,0.1132,0.1248,0.2448,0.2378,0.1888,20
0.0514,0.0765,0.0785,0.2566,0.2408,0.1604,20
0.0623,0.0954,0.1012,0.2776,0.2573,0.172,20
0.0603,0.0807,0.0761,0.2226,0.2214,0.1521,20
0.0681,0.0932,0.0647,0.3122,0.1695,0.083,20
0.0512,0.0704,0.07,0.2102,0.1998,0.1255,20
0.0699,0.0982,0.1058,0.274,0.2579,0.1807,20
0.1528,0.1784,0.2002,0.2742,0.3034,0.2409,20
0.0589,0.0814,0.0883,0.2144,0.2575,0.1652,20
0.0562,0.0777,0.0604,0.2433,0.1511,0.0891,20
0.0651,0.0897,0.0979,0.2194,0.2201,0.1515,20
0.05,0.0696,0.0789,0.1898,0.2261,0.149,20
0.0684,0.0947,0.111,0.221,0.2451,0.1852,20
0.0521,0.0816,0.0702,0.2038,0.2345,0.1408,20
0.0493,0.0721,0.0567,0.2318,0.151,0.1037,20
0.1142,0.1416,0.1646,0.2482,0.3144,0.2527,20
0.1184,0.1462,0.1768,0.2396,0.3017,0.2272,20
0.0513,0.0715,0.0526,0.3094,0.1472,0.0723,20
0.0639,0.0958,0.104,0.246,0.2253,0.16,20
0.05515,0.07555,0.0778,0.2418,0.24245,0.15375,20
0.07065,0.0923,0.06975,0.2915,0.13745,0.0697,20
0.0597,0.079,0.0888,0.219,0.2561,0.1629,20
0.0516,0.0772,0.0865,0.2371,0.2429,0.14605,20
0.0624,0.0831,0.0893,0.2226,0.2253,0.16,20
0.0799,0.09815,0.1062,0.1769,0.21465,0.16685,20
0.0639,0.1003,0.1064,0.2592,0.2387,0.1669,20
0.0517,0.0761,0.0905,0.1888,0.2314,0.154,20
0.0478,0.0671,0.0489,0.2678,0.1275,0.0629,20
0.0623,0.0869,0.1007,0.2462,0.2358,0.1549,20
0.05635,0.0783,0.08655,0.214,0.24035,0.1641,20
0.058,0.0873,0.0814,0.2719,0.2375,0.1527,20
0.05555,0.07595,0.09135,0.2134,0.2513,0.16905,20
0.0681,0.1007,0.0987,0.2898,0.2342,0.1479,20
0.0518,0.0829,0.0712,0.2126,0.247,0.1525,20
0.05055,0.07425,0.07095,0.2322,0.21815,0.1349,20
0.0503,0.0767,0.0685,0.2414,0.2461,0.1641,20
0.0595,0.0794,0.0644,0.2376,0.1444,0.0827,20
0.05285,0.0721,0.0778,0.2209,0.21995,0.1403,20
0.0601,0.0848,0.09215,0.2406,0.24485,0.16125,20
0.0543,0.07355,0.07995,0.215,0.2375,0.154,20
0.0619,0.0869,0.09515,0.2265,0.2598,0.1893,20
0.0755,0.1018,0.1102,0.2334,0.2407,0.1823,20
0.05985,0.08205,0.0951,0.19,0.2178,0.1373,20
0.0567,0.0786,0.0813,0.2243,0.2373,0.15275,20
0.0504,0.0714,0.0722,0.2198,0.2237,0.1306,20
0.05045,0.0722,0.0464,0.2935,0.1763,0.08505,20
0.0471,0.0602,0.0416,0.2354,0.1261,0.0677,20
0.05455,0.07385,0.0689,0.2305,0.234,0.1558,20
0.0518,0.0767,0.0982,0.2248,0.2573,0.1716,20
0.061,0.0812,0.09595,0.2283,0.2375,0.1585,20
0.0788,0.1092,0.1436,0.2562,0.2926,0.2227,20
0.05,0.07,0.0667,0.2018,0.2146,0.1351,20
0.0521,0.0739,0.0578,0.2324,0.151,0.0921,20
0.0567,0.0764,0.0759,0.2254,0.234,0.1491,20
0.05775,0.08065,0.0971,0.2181,0.2405,0.1625,20
0.0591,0.079,0.0697,0.2054,0.2189,0.1421,20
0.0908,0.1184,0.1341,0.2397,0.2708,0.2087,20
0.0764,0.0948,0.107,0.187,0.2038,0.1564,20
0.0589,0.085,0.093,0.247,0.2678,0.1859,20
0.0723,0.0877,0.07115,0.1687,0.1393,0.0857,20
0.0582,0.0848,0.06245,0.296,0.15535,0.08085,20
0.0529,0.0718,0.0695,0.211,0.21725,0.1347,20
0.0535,0.0731,0.08145,0.2138,0.23035,0.1482,20
0.0654,0.0814,0.05935,0.2189,0.1784,0.09995,20
0.0659,0.0982,0.1132,0.2614,0.2817,0.2089,20
0.05865,0.07825,0.0902,0.228,0.22775,0.1482,20
0.0545,0.0766,0.0818,0.1934,0.2282,0.1448,20
0.0539,0.0674,0.051,0.2758,0.1367,0.0727,20
0.0589,0.08825,0.0795,0.2476,0.2093,0.13035,20
0.0498,0.073,0.0486,0.2458,0.14,0.0805,20
0.054,0.0824,0.06005,0.2805,0.15045,0.08445,20
0.0654,0.0899,0.0701,0.2824,0.1545,0.0829,20
0.0729,0.0969,0.1034,0.198,0.1866,0.1364,20
0.0543,0.0822,0.0883,0.2294,0.2272,0.1474,20
0.0592,0.0774,0.06135,0.247,0.14095,0.08065,20
0.052,0.0714,0.0546,0.3108,0.1493,0.0727,20
0.0633,0.0948,0.1112,0.2588,0.2636,0.1959,20
0.0601,0.0783,0.0833,0.205,0.2272,0.1448,20
0.0621,0.08925,0.1053,0.235,0.27075,0.19335,20
0.0784,0.0976,0.1098,0.2092,0.2376,0.1754,20
0.0589,0.0805,0.0858,0.2382,0.2341,0.1561,20
0.0695,0.0924,0.0938,0.2448,0.2227,0.1612,20
0.0555,0.0737,0.0588,0.3262,0.1424,0.0769,20
0.0747,0.0986,0.1126,0.2204,0.2276,0.1731,20
0.0628,0.0913,0.1158,0.2206,0.2607,0.207,20
0.0539,0.07705,0.0834,0.2226,0.22935,0.14645,20
0.0555,0.0756,0.0596,0.2104,0.1309,0.079,20
0.05005,0.07265,0.06505,0.2649,0.2192,0.1309,20
0.0636,0.0877,0.0668,0.211,0.1313,0.0711,20
0.06685,0.08625,0.0578,0.2649,0.17365,0.0838,20
0.0598,0.0863,0.0902,0.253,0.2486,0.1781,20
0.0616,0.0836,0.0551,0.3222,0.1569,0.0792,20
0.0537,0.0748,0.07705,0.222,0.22655,0.15035,20
0.06,0.0809,0.0944,0.216,0.2575,0.1652,20
0.0581,0.0857,0.0858,0.2512,0.2465,0.1596,20
