Blue,Green,Red,NIR,SWIR-1,SWIR-2,Landcover
0.0561,0.0553,0.0374,0.0319,0.014,0.0094,80
0.0541,0.0484,0.0334,0.0263,0.0126,0.0084,80
0.086,0.1311,0.0762,0.03535,0.01795,0.01255,80
0.0595,0.0573,0.0374,0.0289,0.0165,0.0113,80
0.0577,0.0536,0.0335,0.0304,0.0168,0.01,80
0.0514,0.0468,0.0326,0.0254,0.0115,0.008,80
0.0539,0.0492,0.0318,0.0272,0.0126,0.0093,80
0.0561,0.0495,0.0371,0.0283,0.0132,0.0082,80
0.0515,0.0447,0.0309,0.0211,0.0112,0.0078,80
0.0564,0.0522,0.0346,0.0277,0.0137,0.0086,80
0.0495,0.0435,0.0291,0.0203,0.0109,0.0073,80
0.055,0.0528,0.0354,0.03,0.0147,0.0094,80
0.0546,0.0509,0.0352,0.0244,0.014,0.0086,80
0.0606,0.0653,0.0374,0.0231,0.0183,0.0129,80
0.061,0.0562,0.0421,0.0314,0.0144,0.0091,80
0.0547,0.0505,0.0321,0.0268,0.0123,0.0085,80
0.056,0.052,0.0353,0.0289,0.0136,0.0095,80
0.042,0.0487,0.0317,0.0182,0.0188,0.0149,80
0.07305,0.1091,0.0654,0.0336,0.01805,0.01245,80
0.1434,0.1884,0.2186,0.2294,0.1476,0.1312,80
0.0545,0.0479,0.0329,0.0259,0.0133,0.0086,80
0.0514,0.0442,0.03,0.0225,0.0114,0.0081,80
0.0862,0.1284,0.0767,0.0426,0.0206,0.014,80
0.0532,0.0484,0.0356,0.0241,0.014,0.0088,80
0.0469,0.0554,0.0328,0.0212,0.0165,0.0159,80
0.0653,0.0723,0.0434,0.0298,0.0217,0.0147,80
0.07635,0.1131,0.07085,0.0389,0.01865,0.01455,80
0.0507,0.0458,0.0302,0.0231,0.0117,0.0081,80
0.0532,0.049,0.0322,0.0251,0.0123,0.0088,80
0.0551,0.0544,0.0441,0.0355,0.0784,0.0755,80
0.0537,0.0501,0.0367,0.0269,0.0126,0.0093,80
0.0573,0.0563,0.0446,0.0338,0.0164,0.0102,80
0.05445,0.0593,0.04,0.0262,0.0229,0.0197,80
0.0536,0.0487,0.0327,0.0243,0.0119,0.0089,80
0.0514,0.06295,0.0434,0.0279,0.01515,0.01015,80
0.0557,0.0513,0.0325,0.0243,0.0133,0.0088,80
0.0547,0.0539,0.0359,0.03,0.0141,0.0088,80
0.0543,0.048,0.0351,0.0273,0.0139,0.0084,80
0.0532,0.0462,0.0297,0.0216,0.0112,0.0077,80
0.0539,0.0472,0.0334,0.0262,0.0126,0.0077,80
0.0532,0.0461,0.0298,0.0206,0.0113,0.0079,80
0.0516,0.0471,0.0311,0.026,0.0126,0.0087,80
0.0616,0.0585,0.0361,0.0336,0.016,0.0097,80
0.0523,0.0456,0.0324,0.0277,0.0124,0.0084,80
0.0557,0.0517,0.0367,0.028,0.0136,0.0089,80
0.054,0.0478,0.0334,0.0252,0.0139,0.0088,80
0.054,0.0501,0.0375,0.0273,0.0135,0.0094,80
0.08755,0.1306,0.0788,0.0353,0.0184,0.013,80
0.0612,0.0648,0.0404,0.0302,0.0144,0.009,80
0.055,0.0555,0.0386,0.0283,0.0141,0.0098,80
0.0531,0.0452,0.0309,0.0224,0.0126,0.0086,80
0.0547,0.0604,0.0401,0.0389,0.0317,0.0213,80
0.0808,0.127,0.0746,0.03705,0.01915,0.0125,80
0.0521,0.0477,0.0327,0.0261,0.0115,0.009,80
0.0575,0.051,0.0379,0.0262,0.0135,0.0086,80
0.0856,0.1289,0.0773,0.0344,0.01775,0.01255,80
0.0619,0.064,0.0406,0.0285,0.0191,0.0125,80
0.0569,0.0522,0.0351,0.0272,0.0135,0.0091,80
0.06,0.0623,0.0379,0.0311,0.0193,0.0123,80
0.0554,0.052,0.0365,0.0304,0.015,0.0089,80
0.0518,0.0457,0.0292,0.0231,0.0115,0.0088,80
0.0591,0.055,0.0362,0.028,0.0151,0.0099,80
0.0529,0.0471,0.0311,0.0257,0.0119,0.0078,80
0.0542,0.0505,0.0361,0.029,0.0133,0.0094,80
0.0548,0.0504,0.0363,0.0318,0.0152,0.0093,80
0.08885,0.1353,0.082,0.03515,0.01645,0.0111,80
0.0576,0.0545,0.0362,0.0336,0.0167,0.0104,80
0.0594,0.058,0.0377,0.0307,0.0192,0.012,80
0.052,0.047,0.0322,0.0255,0.0127,0.0089,80
0.0559,0.052,0.0336,0.0299,0.0133,0.0085,80
0.0514,0.046,0.0318,0.0231,0.012,0.0083,80
0.0542,0.0495,0.0354,0.028,0.0133,0.0085,80
0.0528,0.0494,0.0349,0.0267,0.0152,0.0089,80
0.0508,0.0435,0.028,0.0223,0.0119,0.0079,80
0.0904,0.1363,0.08405,0.03655,0.01675,0.0109,80
0.0532,0.0472,0.0299,0.0246,0.0116,0.0088,80
0.058,0.0527,0.0355,0.029,0.0138,0.0094,80
0.0604,0.0595,0.0315,0.0199,0.0178,0.0124,80
0.0525,0.0441,0.031,0.0205,0.0118,0.0084,80
0.0558,0.0507,0.0371,0.0316,0.014,0.0088,80
0.0593,0.0603,0.0427,0.0314,0.0191,0.0118,80
0.0579,0.0562,0.041,0.0342,0.0154,0.0096,80
0.0548,0.0469,0.0343,0.0266,0.0121,0.0076,80
0.0535,0.0506,0.0338,0.0252,0.0123,0.0078,80
0.0503,0.0522,0.0387,0.0281,0.0233,0.0195,80
0.0537,0.0504,0.0334,0.0279,0.0135,0.0086,80
0.0581,0.0588,0.0404,0.0328,0.0158,0.0104,80
0.0513,0.0433,0.0299,0.0236,0.0124,0.0081,80
0.0468,0.0531,0.0344,0.0232,0.0187,0.0159,80
0.059,0.0539,0.0374,0.0319,0.0151,0.0097,80
0.0511,0.0623,0.0423,0.036,0.0194,0.0123,80
0.0777,0.1208,0.0735,0.037,0.0231,0.0164,80
0.0509,0.0613,0.0437,0.0465,0.0251,0.0178,80
0.0576,0.0554,0.035,0.0316,0.0145,0.0101,80
0.055,0.0442,0.0314,0.0231,0.0128,0.0088,80
0.0544,0.0488,0.0325,0.025,0.0121,0.0087,80
0.0518,0.0486,0.0302,0.0263,0.0125,0.0085,80
0.0561,0.0532,0.0397,0.0295,0.0133,0.0084,80
0.08235,0.1248,0.07975,0.05375,0.04495,0.0286,80
0.0518,0.0458,0.0323,0.0291,0.0146,0.008,80
0.0532,0.0469,0.0323,0.0249,0.0114,0.0082,80
0.0588,0.0494,0.0364,0.0299,0.0145,0.0091,80
0.0522,0.0503,0.034,0.0263,0.0126,0.0085,80
0.055,0.0519,0.0378,0.0314,0.0151,0.0092,80
0.0547,0.0502,0.0343,0.0275,0.014,0.0089,80
0.0586,0.0543,0.0366,0.0273,0.0127,0.0098,80
0.0527,0.05275,0.0388,0.02775,0.02415,0.0209,80
0.0556,0.0536,0.0378,0.0285,0.0131,0.009,80
0.0467,0.0561,0.04055,0.0424,0.01855,0.01155,80
0.07205,0.107,0.0637,0.0321,0.0172,0.01265,80
0.0529,0.0511,0.0349,0.031,0.0143,0.0088,80
0.0506,0.0437,0.0318,0.0204,0.0107,0.0078,80
0.0597,0.0531,0.0376,0.031,0.0136,0.0088,80
0.0562,0.0514,0.0353,0.0279,0.0128,0.0081,80
0.0501,0.0442,0.0298,0.0249,0.0131,0.008,80
0.0579,0.0564,0.0416,0.0318,0.019,0.0108,80
0.0536,0.0461,0.0301,0.0224,0.0118,0.0088,80
0.0523,0.0498,0.0364,0.0282,0.015,0.0093,80
0.0558,0.0493,0.0321,0.0252,0.0125,0.0093,80
0.0534,0.0452,0.0295,0.0201,0.0115,0.0085,80
0.057,0.0545,0.0352,0.0249,0.0149,0.0096,80
0.0522,0.0481,0.0317,0.0268,0.0135,0.0104,80
0.0548,0.0536,0.0318,0.0252,0.0146,0.0097,80
0.0548,0.0546,0.0348,0.0316,0.0146,0.0098,80
0.0616,0.0607,0.0388,0.0291,0.018,0.0123,80
0.0532,0.05,0.0325,0.0246,0.0133,0.0085,80
0.0606,0.0587,0.0403,0.0286,0.017,0.0106,80
0.0591,0.0525,0.0351,0.0286,0.0133,0.0089,80
0.0494,0.0413,0.031,0.0216,0.0114,0.0078,80
0.0503,0.043,0.0287,0.0229,0.0121,0.008,80
0.0532,0.0449,0.0302,0.0232,0.013,0.0085,80
0.0529,0.0471,0.0302,0.0237,0.0131,0.0077,80
0.0531,0.0474,0.0345,0.0248,0.0137,0.0081,80
0.0541,0.0498,0.0314,0.0267,0.012,0.0087,80
0.0662,0.0648,0.0372,0.0247,0.0192,0.0136,80
0.0562,0.0535,0.038,0.0322,0.0154,0.0091,80
0.0584,0.0539,0.0328,0.0258,0.0173,0.0114,80
0.0537,0.0527,0.0376,0.0315,0.0146,0.0092,80
0.0523,0.0512,0.0356,0.0299,0.0138,0.0082,80
0.0522,0.0459,0.0302,0.0238,0.0121,0.0081,80
0.0613,0.0562,0.0419,0.0336,0.0179,0.0106,80
0.0503,0.0425,0.0299,0.0229,0.0112,0.0083,80
0.0906,0.1349,0.08455,0.0417,0.0192,0.0127,80
0.0462,0.0496,0.0303,0.0214,0.024,0.0165,80
0.0578,0.056,0.0373,0.0344,0.0145,0.0093,80
0.0526,0.0508,0.033,0.0272,0.013,0.0088,80
0.0527,0.0458,0.031,0.0233,0.012,0.009,80
0.0557,0.0529,0.036,0.0308,0.0134,0.0092,80
0.0559,0.0513,0.0346,0.0321,0.0151,0.0089,80
0.0522,0.0484,0.0319,0.0282,0.0131,0.0087,80
0.0556,0.0511,0.0372,0.0291,0.0124,0.0088,80
0.0562,0.0589,0.0372,0.0292,0.0267,0.0213,80
0.0567,0.0497,0.0318,0.0275,0.0135,0.0099,80
0.0518,0.0446,0.0304,0.0224,0.0117,0.0078,80
0.0542,0.0517,0.0353,0.0315,0.0136,0.0084,80
0.0604,0.062,0.0397,0.0282,0.0178,0.0115,80
0.0532,0.0491,0.0339,0.0253,0.0132,0.0104,80
0.0567,0.0525,0.0398,0.032,0.0148,0.0095,80
0.0515,0.0485,0.0313,0.0264,0.0126,0.0085,80
0.0548,0.0495,0.0341,0.0284,0.0126,0.0082,80
0.055,0.0482,0.0319,0.0257,0.0135,0.0093,80
0.07005,0.1066,0.0648,0.0379,0.03145,0.02115,80
0.0561,0.0583,0.0423,0.0336,0.0154,0.0097,80
0.05525,0.0807,0.0591,0.08605,0.0796,0.0571,80
0.06225,0.0881,0.07,0.08305,0.05425,0.03265,80
0.0524,0.0512,0.036,0.0275,0.0139,0.0112,80
0.0537,0.0489,0.0338,0.0264,0.0119,0.0084,80
0.0573,0.0495,0.034,0.0274,0.0135,0.0089,80
0.0524,0.0433,0.0298,0.0239,0.0124,0.0083,80
0.0503,0.0612,0.0419,0.0327,0.0209,0.0158,80
0.0523,0.0469,0.0335,0.0243,0.0136,0.0086,80
0.0526,0.0448,0.028,0.0221,0.0105,0.008,80
0.0511,0.0445,0.0313,0.0241,0.0119,0.0075,80
0.0529,0.055,0.0384,0.0335,0.0252,0.0171,80
0.0546,0.0446,0.0338,0.0234,0.0134,0.0093,80
0.0532,0.0423,0.0295,0.022,0.0112,0.0076,80
0.0548,0.0502,0.0339,0.0276,0.0127,0.0089,80
0.0525,0.0444,0.0288,0.0209,0.0106,0.008,80
0.052,0.0467,0.033,0.0257,0.0135,0.0083,80
0.0556,0.0519,0.0351,0.0283,0.0129,0.0093,80
0.0667,0.0686,0.0629,0.0652,0.061,0.0544,80
0.0512,0.0421,0.0278,0.0181,0.0111,0.0078,80
0.0515,0.0626,0.0447,0.0359,0.0152,0.0102,80
0.0631,0.0639,0.0397,0.0277,0.0189,0.0133,80
0.0584,0.0557,0.0397,0.0327,0.0149,0.0092,80
0.0564,0.0591,0.0377,0.0314,0.0159,0.0101,80
0.0588,0.057,0.0405,0.0322,0.0179,0.0104,80
0.0631,0.0705,0.043,0.0362,0.0258,0.0141,80
0.0532,0.0477,0.0324,0.0253,0.0139,0.0093,80
0.0525,0.0512,0.0367,0.0264,0.0127,0.0086,80
0.0553,0.0505,0.0353,0.0287,0.0131,0.0093,80
0.0582,0.0578,0.043,0.0347,0.0157,0.0101,80
0.0599,0.0623,0.0421,0.0293,0.0222,0.0122,80
0.0573,0.0556,0.0375,0.0281,0.0145,0.0098,80
0.0538,0.0467,0.0324,0.0263,0.0144,0.0086,80
0.0633,0.0642,0.043,0.0357,0.0178,0.0124,80
0.0456,0.0486,0.0323,0.0155,0.0199,0.0143,80
0.0557,0.0507,0.0358,0.029,0.0125,0.0081,80
0.0487,0.0626,0.0451,0.0332,0.0158,0.0106,80
0.0541,0.0521,0.0397,0.0324,0.0154,0.011,80
0.0528,0.0487,0.0333,0.0299,0.015,0.0088,80
0.0575,0.0512,0.0356,0.029,0.0132,0.009,80
0.0535,0.0501,0.0367,0.0266,0.0122,0.0088,80
0.0491,0.0435,0.0261,0.0207,0.0109,0.0077,80
0.0581,0.0543,0.0405,0.0317,0.0158,0.0106,80
0.0547,0.0524,0.0356,0.0309,0.0147,0.0096,80
0.0507,0.0593,0.0421,0.0339,0.0175,0.0113,80
0.0681,0.0694,0.0423,0.0293,0.0218,0.0146,80
0.055,0.0526,0.0335,0.0301,0.0136,0.0092,80
0.0547,0.0507,0.0336,0.0242,0.0127,0.0089,80
0.0502,0.0424,0.0272,0.0196,0.0112,0.0081,80
0.0554,0.0496,0.0363,0.0263,0.0132,0.0085,80
0.0563,0.0483,0.0334,0.0255,0.0137,0.0084,80
0.0592,0.0579,0.0394,0.0312,0.0171,0.0105,80
0.0567,0.0888,0.0612,0.0274,0.0149,0.0128,80
0.0503,0.0421,0.028,0.021,0.0113,0.0081,80
0.0491,0.0446,0.0306,0.0226,0.0111,0.0082,80
0.052,0.0456,0.0313,0.0244,0.0133,0.0085,80
0.0548,0.0486,0.0322,0.0243,0.0127,0.0086,80
0.0509,0.0444,0.0287,0.0211,0.0117,0.0079,80
0.06,0.0583,0.0395,0.032,0.0154,0.0103,80
0.0519,0.0493,0.0355,0.0272,0.013,0.0085,80
0.0532,0.0543,0.0365,0.0302,0.014,0.0092,80
0.057,0.0561,0.0393,0.0318,0.0151,0.0101,80
0.0541,0.0469,0.0298,0.0227,0.0122,0.0081,80
0.0564,0.0513,0.0357,0.0266,0.0127,0.0082,80
0.0508,0.0475,0.0288,0.0239,0.0122,0.0087,80
0.0563,0.0484,0.0326,0.0258,0.0133,0.0086,80
0.0567,0.0537,0.0302,0.0242,0.0145,0.0093,80
0.0551,0.0452,0.034,0.0253,0.0117,0.0085,80
0.0534,0.0461,0.0298,0.0223,0.0118,0.0081,80
0.0537,0.0434,0.031,0.0225,0.0126,0.0085,80
0.0553,0.0534,0.0386,0.0309,0.0141,0.0099,80
0.0579,0.0521,0.0378,0.0312,0.0133,0.0093,80
0.0587,0.0563,0.0399,0.0333,0.0163,0.0097,80
0.09415,0.1408,0.088,0.0432,0.01935,0.01275,80
0.0497,0.0631,0.0458,0.0346,0.0144,0.0099,80
0.0601,0.0543,0.04,0.0315,0.0143,0.0095,80
0.0702,0.1026,0.0616,0.0442,0.0244,0.0187,80
0.0599,0.0606,0.0425,0.0326,0.0146,0.0093,80
0.057,0.0527,0.0335,0.0335,0.0151,0.0091,80
0.0546,0.0516,0.0353,0.0273,0.0139,0.0087,80
0.0544,0.0477,0.0322,0.0249,0.0139,0.0088,80
0.0516,0.0572,0.04895,0.0452,0.05585,0.04445,80
0.0664,0.0741,0.0452,0.031,0.0223,0.0155,80
0.0626,0.0685,0.0466,0.0356,0.0216,0.0133,80
0.1108,0.1272,0.1032,0.0666,0.0316,0.022,80
0.0511,0.0466,0.0331,0.0248,0.0129,0.0085,80
0.0549,0.0532,0.039,0.0285,0.0132,0.0085,80
0.0513,0.042,0.0294,0.022,0.0112,0.0082,80
0.0542,0.0462,0.0302,0.0221,0.0118,0.0083,80
0.0452,0.046,0.03465,0.02475,0.01985,0.0164,80
0.0588,0.0599,0.042,0.032,0.0185,0.0114,80
0.0596,0.0632,0.0422,0.0281,0.0201,0.012,80
0.0526,0.0425,0.0291,0.0212,0.0108,0.008,80
0.0559,0.0495,0.0342,0.0278,0.0135,0.0094,80
0.0543,0.0489,0.0346,0.0265,0.0118,0.0081,80
0.0541,0.0465,0.0343,0.0239,0.0148,0.0094,80
0.0547,0.0449,0.0316,0.024,0.0121,0.0091,80
0.0559,0.0525,0.0378,0.0327,0.0153,0.0097,80
0.0525,0.0478,0.0315,0.0262,0.014,0.0093,80
0.0596,0.0649,0.0421,0.0285,0.0256,0.0179,80
0.0494,0.0461,0.0307,0.0235,0.0121,0.0089,80
0.0514,0.0462,0.0309,0.0238,0.0121,0.0088,80
0.054,0.0496,0.0361,0.0277,0.0151,0.0085,80
0.0518,0.0507,0.033,0.0267,0.0147,0.0088,80
0.084,0.114,0.1178,0.1498,0.1455,0.1112,80
0.0573,0.0554,0.0384,0.0301,0.015,0.009,80
0.0561,0.0492,0.0332,0.0292,0.015,0.0085,80
0.05505,0.0567,0.04825,0.0423,0.0381,0.029,80
0.0561,0.054,0.0406,0.0355,0.0157,0.0095,80
0.0524,0.0443,0.0324,0.025,0.0119,0.009,80
0.0544,0.0466,0.0338,0.0248,0.0119,0.0088,80
0.0532,0.0466,0.0299,0.0222,0.0117,0.0081,80
0.054,0.0567,0.0393,0.0297,0.0165,0.0107,80
0.0538,0.0499,0.0378,0.0273,0.0119,0.009,80
0.0541,0.048,0.0356,0.0262,0.0135,0.0091,80
0.0522,0.0461,0.0305,0.0219,0.0122,0.0084,80
0.0547,0.0492,0.0353,0.0273,0.0133,0.0083,80
0.0555,0.0536,0.0353,0.0316,0.0137,0.0099,80
0.0529,0.0487,0.0303,0.024,0.0128,0.0081,80
0.0504,0.0421,0.0301,0.0215,0.0114,0.0081,80
0.0594,0.0541,0.0396,0.0294,0.0153,0.0102,80
0.0558,0.0512,0.0371,0.0277,0.0133,0.0085,80
0.0564,0.0523,0.0357,0.0263,0.0141,0.0091,80
0.0537,0.0485,0.0318,0.025,0.0121,0.0084,80
0.0591,0.0545,0.0352,0.0294,0.0131,0.0089,80
0.0562,0.0516,0.0382,0.0319,0.0159,0.0101,80
0.0566,0.0656,0.0423,0.0269,0.0167,0.0106,80
0.0534,0.0456,0.0339,0.0257,0.014,0.0084,80
0.0486,0.0502,0.0328,0.0156,0.0204,0.0129,80
0.06,0.0935,0.0657,0.0336,0.018,0.0129,80
0.0537,0.0477,0.0357,0.0283,0.0122,0.0081,80
0.0535,0.0473,0.0311,0.0271,0.0129,0.0082,80
0.0573,0.055,0.0428,0.0319,0.0166,0.0109,80
0.0525,0.0462,0.0285,0.0209,0.0114,0.0077,80
0.0548,0.0515,0.0382,0.0309,0.0149,0.0093,80
0.0565,0.0507,0.0323,0.0261,0.0129,0.0086,80
0.0639,0.0594,0.0412,0.0253,0.0312,0.0247,80
0.0553,0.0467,0.0335,0.0275,0.014,0.0089,80
0.0588,0.056,0.0409,0.0336,0.0156,0.0092,80
0.0558,0.0479,0.035,0.0253,0.012,0.0086,80
0.0527,0.0496,0.033,0.0262,0.0111,0.0079,80
0.0554,0.0538,0.0424,0.0309,0.0133,0.0087,80
0.052,0.0438,0.0311,0.0253,0.0126,0.0084,80
0.0533,0.0483,0.0326,0.0262,0.0144,0.0085,80
0.0508,0.0471,0.0292,0.0217,0.0115,0.0087,80
0.0531,0.0458,0.0328,0.0259,0.0141,0.0086,80
0.0577,0.0515,0.0362,0.0288,0.014,0.008,80
0.0529,0.044,0.0306,0.0235,0.0119,0.0087,80
0.0555,0.0532,0.0392,0.0294,0.0169,0.0105,80
0.0581,0.0566,0.0356,0.0318,0.017,0.0105,80
0.0565,0.0522,0.0356,0.0276,0.0137,0.009,80
0.05,0.0484,0.0361,0.0256,0.0119,0.0084,80
0.0508,0.0444,0.0311,0.0229,0.0131,0.0085,80
0.0586,0.0529,0.0386,0.0318,0.0138,0.0083,80
0.0519,0.0492,0.0331,0.0269,0.0121,0.0093,80
0.0506,0.0418,0.0286,0.0206,0.0112,0.0081,80
0.0536,0.0477,0.0333,0.0253,0.0118,0.0079,80
0.054,0.0512,0.0356,0.0284,0.0142,0.0085,80
0.0584,0.0591,0.0365,0.03,0.0172,0.0113,80
0.0556,0.0483,0.0341,0.0276,0.0122,0.0085,80
0.0664,0.0719,0.0449,0.0348,0.0189,0.0124,80
0.0518,0.0462,0.0309,0.0253,0.0129,0.0089,80
0.0593,0.0607,0.0335,0.0209,0.018,0.0122,80
0.0538,0.0464,0.0296,0.0242,0.0117,0.0086,80
0.0577,0.0633,0.0411,0.0307,0.0141,0.0095,80
0.05,0.0433,0.0299,0.0232,0.0118,0.0085,80
0.0577,0.054,0.0392,0.0336,0.0154,0.0094,80
0.0556,0.0515,0.0338,0.0263,0.0133,0.0088,80
0.0552,0.0534,0.0368,0.0294,0.0148,0.0097,80
0.0521,0.0488,0.034,0.0267,0.0129,0.008,80
0.0594,0.0558,0.0418,0.0323,0.0146,0.0098,80
0.0587,0.0572,0.0404,0.0307,0.0173,0.0104,80
0.0548,0.05,0.0336,0.0249,0.0136,0.0093,80
0.0499,0.0473,0.0315,0.0222,0.0121,0.0083,80
0.0529,0.0456,0.0302,0.0231,0.012,0.0087,80
0.0518,0.0496,0.0314,0.0247,0.0123,0.0081,80
0.0536,0.0469,0.0325,0.024,0.0123,0.0082,80
0.0547,0.049,0.0332,0.0262,0.0125,0.0084,80
0.0535,0.0495,0.0327,0.0277,0.0138,0.0103,80
0.0502,0.0437,0.0292,0.0223,0.0114,0.008,80
0.0672,0.0705,0.0438,0.0309,0.0248,0.0139,80
0.0597,0.0614,0.0385,0.0257,0.0162,0.0107,80
0.0562,0.0533,0.0387,0.0266,0.0135,0.0088,80
0.0546,0.0501,0.0372,0.0315,0.0149,0.0088,80
0.0554,0.0495,0.035,0.0268,0.0128,0.008,80
0.0519,0.0498,0.0323,0.0248,0.0122,0.0091,80
0.0547,0.0483,0.0325,0.0227,0.0134,0.0093,80
0.0499,0.0468,0.0313,0.0262,0.0116,0.0083,80
0.0627,0.0647,0.0424,0.0307,0.0181,0.0115,80
0.0552,0.0509,0.0368,0.0282,0.0135,0.0085,80
0.0579,0.0525,0.038,0.0305,0.0144,0.0093,80
0.08125,0.1156,0.07395,0.0366,0.0188,0.01255,80
0.0528,0.0474,0.0319,0.0265,0.0115,0.0081,80
0.0617,0.0628,0.0422,0.03,0.0205,0.0127,80
0.0589,0.0535,0.0376,0.0306,0.0133,0.0092,80
0.0546,0.0454,0.0321,0.0236,0.0127,0.0093,80
0.0545,0.0493,0.0318,0.0268,0.0137,0.0107,80
0.0562,0.052,0.0365,0.0296,0.0141,0.0084,80
0.0514,0.047,0.0319,0.0246,0.0112,0.0087,80
0.0511,0.0489,0.0341,0.0267,0.0119,0.0079,80
0.0694,0.0738,0.0487,0.0309,0.0208,0.0143,80
0.0574,0.0493,0.0333,0.025,0.0132,0.0094,80
0.0522,0.0446,0.0296,0.0209,0.01,0.0077,80
0.056,0.0543,0.038,0.0293,0.0147,0.01,80
0.1184,0.1488,0.1548,0.1598,0.2272,0.2099,80
0.0552,0.0504,0.0395,0.0319,0.0147,0.0092,80
0.057,0.0557,0.0398,0.033,0.0147,0.0099,80
0.0556,0.0496,0.0326,0.028,0.0133,0.0091,80
0.0575,0.052,0.0346,0.0262,0.0145,0.0086,80
0.0543,0.0491,0.0357,0.0255,0.0133,0.0093,80
0.054,0.0504,0.0363,0.0273,0.0134,0.0095,80
0.0426,0.04485,0.03485,0.0545,0.0224,0.01705,80
0.0562,0.0581,0.0365,0.0284,0.026,0.0155,80
0.0497,0.048,0.0331,0.0256,0.0115,0.0084,80
0.0538,0.0491,0.0349,0.0262,0.0117,0.0085,80
0.0778,0.1156,0.0703,0.035,0.018,0.0134,80
0.0548,0.0509,0.0377,0.0269,0.0122,0.0086,80
0.0549,0.0492,0.0338,0.0243,0.0111,0.0084,80
0.0591,0.0584,0.0356,0.0259,0.0151,0.0099,80
0.0557,0.0585,0.0375,0.0253,0.0208,0.0136,80
0.0561,0.0545,0.0368,0.0297,0.0138,0.0087,80
0.0569,0.0541,0.0365,0.0294,0.0134,0.009,80
0.0483,0.0604,0.0435,0.0289,0.0149,0.0102,80
0.0547,0.0542,0.0382,0.0317,0.0144,0.0091,80
0.0563,0.0514,0.038,0.0291,0.0135,0.0095,80
0.0617,0.0558,0.0375,0.0303,0.0197,0.0115,80
0.0489,0.0515,0.0336,0.0187,0.0207,0.017,80
0.0565,0.0536,0.0373,0.0306,0.014,0.0084,80
0.055,0.0473,0.0328,0.0237,0.013,0.0088,80
0.0547,0.0516,0.0358,0.0292,0.0139,0.0089,80
0.0542,0.0488,0.0349,0.0282,0.0137,0.0088,80
0.0523,0.0492,0.0372,0.0275,0.012,0.0086,80
0.055,0.0582,0.0411,0.0328,0.0165,0.0102,80
0.0576,0.0514,0.036,0.0282,0.0129,0.0088,80
0.0572,0.0554,0.0368,0.0278,0.0131,0.0087,80
0.0539,0.0491,0.0351,0.0254,0.013,0.0075,80
0.0522,0.0481,0.034,0.0272,0.0116,0.0081,80
0.0554,0.0517,0.0368,0.0294,0.0144,0.0087,80
0.0505,0.0431,0.0297,0.02,0.0118,0.0078,80
0.0545,0.0505,0.0329,0.0261,0.0131,0.0085,80
0.0533,0.0468,0.0301,0.0216,0.0112,0.0086,80
0.0573,0.0662,0.0429,0.0288,0.0149,0.01,80
0.0507,0.0565,0.0354,0.0274,0.0203,0.0125,80
0.0502,0.0571,0.0358,0.0265,0.0218,0.0148,80
0.0557,0.0536,0.0388,0.0298,0.0144,0.0092,80
0.0561,0.0519,0.0379,0.0336,0.0148,0.0084,80
0.0558,0.0506,0.0369,0.0281,0.0131,0.0085,80
0.0551,0.052,0.036,0.0283,0.0131,0.0092,80
0.0541,0.0477,0.0329,0.0243,0.0112,0.0078,80
0.0523,0.0496,0.0308,0.0268,0.0125,0.0081,80
0.0578,0.0572,0.0401,0.0317,0.0156,0.0096,80
0.0561,0.0491,0.0353,0.028,0.0119,0.0085,80
0.0596,0.0565,0.0397,0.0336,0.016,0.0101,80
0.0562,0.0518,0.0364,0.0287,0.0139,0.0075,80
0.0601,0.058,0.0419,0.0334,0.0158,0.0097,80
0.0547,0.0544,0.0358,0.0293,0.0139,0.0102,80
0.0552,0.0452,0.0309,0.0228,0.0116,0.0086,80
0.0541,0.0434,0.0293,0.0227,0.012,0.0084,80
0.0587,0.0568,0.0394,0.0336,0.0158,0.0091,80
0.054,0.047,0.0352,0.028,0.0138,0.0085,80
0.0522,0.0471,0.0285,0.0192,0.0112,0.0082,80
0.0529,0.0451,0.0303,0.0208,0.0122,0.0085,80
0.0568,0.0531,0.035,0.0287,0.0138,0.0096,80
0.058,0.0518,0.0358,0.027,0.0137,0.009,80
0.0533,0.0522,0.0376,0.0325,0.0156,0.0091,80
0.052,0.0472,0.035,0.0262,0.0128,0.008,80
0.0575,0.0522,0.0355,0.0257,0.0137,0.0087,80
0.058,0.0568,0.0406,0.0285,0.0146,0.009,80
0.0571,0.0524,0.0383,0.0314,0.0141,0.0091,80
0.0536,0.0485,0.031,0.0235,0.0123,0.008,80
0.0472,0.04845,0.0323,0.0241,0.0209,0.0166,80
0.0524,0.047,0.0319,0.026,0.0119,0.0076,80
0.0488,0.0451,0.0302,0.0221,0.012,0.0087,80
0.0551,0.0524,0.0373,0.0285,0.0137,0.0084,80
0.0526,0.0464,0.0337,0.0285,0.0132,0.0093,80
0.0577,0.0476,0.0335,0.0267,0.0136,0.0096,80
0.0497,0.0638,0.0452,0.0334,0.0151,0.0099,80
0.0508,0.0446,0.0315,0.0242,0.0118,0.0078,80
0.0542,0.0479,0.0327,0.025,0.0117,0.0085,80
0.04715,0.04825,0.03505,0.02615,0.0219,0.01795,80
0.0532,0.0494,0.033,0.0267,0.0124,0.0087,80
